16:02:55 Started training model FirstModel with timestamp 1688220175423516300 using the following parameters:
class_count=12
epoch_count=100
batch_size=50
learning_rate=0.0001
weight_decay=0.0001
cuda=True
resize_size=150
use_crop=False
crop_size=250
cross_validation=True
validation_split_percentage=40
validation_epochs=30
validation_accuracy_check=10
validation_grid={'lr': [0.001, 0.0001, 5e-05, 1e-05, 1e-06], 'wd': [0.1, 0.01, 0.001, 0.0001, 1e-05]}
print_to_file=True

16:02:55 Key for the classes:
{'Aquamarine': 0, 'Beryl Golden': 1, 'Bixbite': 2, 'Chrysocolla': 3, 'Emerald': 4, 'Garnet Red': 5, 'Jasper': 6, 'Moonstone': 7, 'Opal': 8, 'Rhodolite': 9, 'Spodumene': 10, 'Tanzanite': 11}
16:02:55 ============ CV run for lr 0.001 and wd 0.1 ============
16:02:56 Epoch 1/30, train loss: 2.5123, train acc: 0.0814, val loss: 2.5116, val acc: 0.0888
16:02:57 Epoch 2/30, train loss: 2.5378, train acc: 0.0814, val loss: 2.5209, val acc: 0.0811
16:02:58 Epoch 3/30, train loss: 2.4859, train acc: 0.1221, val loss: 2.4983, val acc: 0.0695
16:02:59 Epoch 4/30, train loss: 2.5126, train acc: 0.1047, val loss: 2.5270, val acc: 0.0695
16:03:00 Epoch 5/30, train loss: 2.5012, train acc: 0.1047, val loss: 2.4878, val acc: 0.0849
16:03:01 Epoch 6/30, train loss: 2.4976, train acc: 0.0814, val loss: 2.5079, val acc: 0.0695
16:03:02 Epoch 7/30, train loss: 2.4800, train acc: 0.1105, val loss: 2.4810, val acc: 0.1622
16:03:03 Epoch 8/30, train loss: 2.4712, train acc: 0.1279, val loss: 2.4679, val acc: 0.1004
16:03:04 Epoch 9/30, train loss: 2.4643, train acc: 0.1105, val loss: 2.5171, val acc: 0.0695
16:03:05 Epoch 10/30, train loss: 2.4836, train acc: 0.1105, val loss: 2.4758, val acc: 0.0695
16:03:06 Epoch 11/30, train loss: 2.4779, train acc: 0.1047, val loss: 2.4842, val acc: 0.0695
16:03:07 Epoch 12/30, train loss: 2.4791, train acc: 0.1047, val loss: 2.4896, val acc: 0.0695
16:03:08 Epoch 13/30, train loss: 2.4734, train acc: 0.0930, val loss: 2.4885, val acc: 0.0695
16:03:09 Epoch 14/30, train loss: 2.4678, train acc: 0.0988, val loss: 2.4903, val acc: 0.0695
16:03:10 Epoch 15/30, train loss: 2.4629, train acc: 0.1047, val loss: 2.4852, val acc: 0.0888
16:03:11 Epoch 16/30, train loss: 2.4654, train acc: 0.0698, val loss: 2.4939, val acc: 0.0695
16:03:12 Epoch 17/30, train loss: 2.4621, train acc: 0.1047, val loss: 2.4820, val acc: 0.1197
16:03:13 Epoch 18/30, train loss: 2.4499, train acc: 0.1628, val loss: 2.5110, val acc: 0.0695
16:03:14 Epoch 19/30, train loss: 2.4712, train acc: 0.1047, val loss: 2.4772, val acc: 0.0695
16:03:15 Epoch 20/30, train loss: 2.4659, train acc: 0.1047, val loss: 2.4784, val acc: 0.0695
16:03:16 Epoch 21/30, train loss: 2.4745, train acc: 0.1047, val loss: 2.4834, val acc: 0.1236
16:03:17 Epoch 22/30, train loss: 2.4831, train acc: 0.1279, val loss: 2.4858, val acc: 0.0695
16:03:18 Epoch 23/30, train loss: 2.4759, train acc: 0.1047, val loss: 2.5001, val acc: 0.0695
16:03:19 Epoch 24/30, train loss: 2.4698, train acc: 0.1105, val loss: 2.4847, val acc: 0.1313
16:03:20 Epoch 25/30, train loss: 2.4819, train acc: 0.1395, val loss: 2.4843, val acc: 0.0695
16:03:21 Epoch 26/30, train loss: 2.4765, train acc: 0.1047, val loss: 2.4929, val acc: 0.0695
16:03:22 Epoch 27/30, train loss: 2.4724, train acc: 0.1047, val loss: 2.4832, val acc: 0.0695
16:03:23 Epoch 28/30, train loss: 2.4662, train acc: 0.1047, val loss: 2.4782, val acc: 0.0695
16:03:24 Epoch 29/30, train loss: 2.4655, train acc: 0.1047, val loss: 2.5006, val acc: 0.0695
16:03:25 Epoch 30/30, train loss: 2.4743, train acc: 0.1047, val loss: 2.4843, val acc: 0.0811
16:03:25 Mean validation accuracy: 0.08223938223938224

16:03:25 ============ CV run for lr 0.001 and wd 0.01 ============
16:03:26 Epoch 1/30, train loss: 2.4986, train acc: 0.1105, val loss: 2.5587, val acc: 0.0695
16:03:27 Epoch 2/30, train loss: 2.5224, train acc: 0.1047, val loss: 2.5587, val acc: 0.0695
16:03:28 Epoch 3/30, train loss: 2.5287, train acc: 0.1047, val loss: 2.5435, val acc: 0.0695
16:03:29 Epoch 4/30, train loss: 2.5217, train acc: 0.1047, val loss: 2.5365, val acc: 0.0695
16:03:30 Epoch 5/30, train loss: 2.5096, train acc: 0.0930, val loss: 2.5586, val acc: 0.0695
16:03:31 Epoch 6/30, train loss: 2.5221, train acc: 0.1047, val loss: 2.5587, val acc: 0.0695
16:03:32 Epoch 7/30, train loss: 2.5160, train acc: 0.1047, val loss: 2.5435, val acc: 0.0695
16:03:32 Epoch 8/30, train loss: 2.5096, train acc: 0.1047, val loss: 2.5587, val acc: 0.0695
16:03:33 Epoch 9/30, train loss: 2.5159, train acc: 0.1047, val loss: 2.5435, val acc: 0.0695
